Train Number,Train Name,Arrival Delays,Departure Delays
14887,KLK BME EXPRESS,$ $2 min$2 min$4 min$0$8 min$9 min$17 min$17 min$19 min$28 min$27 min$25 min$24 min$26 min$22 min$10 min$11 min$10 min$11 min$11 min$14 min$26 min$21 min$26 min$27 min$26 min$27 min$1 min$22 min$23 min$0$12 min$12 min$0$1 min$11 min$19 min$23 min$24 min$2 min,$0$2 min$3 min$4 min$2 min$9 min$9 min$19 min$17 min$14 min$28 min$27 min$25 min$24 min$27 min$1 min$10 min$13 min$10 min$12 min$16 min$19 min$26 min$23 min$27 min$27 min$28 min$27 min$0$25 min$28 min$9 min$12 min$13 min$6 min$11 min$13 min$19 min$31 min$24 min$ 
54304,KLK DLI PASS,$ $5 min$5 min$17 min$16 min$18 min$18 min$14 min$21 min$22 min$20 min$19 min$31 min$31 min$30 min$1:32 hrs$1:34 hrs$1:39 hrs$47 min$20 min$23 min$26 min$30 min$33 min$34 min$7 min$11 min$12 min$15 min$16 min$21 min$20 min$22 min$12 min$0$2 min$9 min$6 min$17 min$5 min$19 min$22 min$25 min,$2 min$6 min$11 min$17 min$16 min$17 min$18 min$19 min$21 min$21 min$20 min$28 min$31 min$31 min$1:43 hrs$1:32 hrs$1:42 hrs$1:39 hrs$17 min$22 min$26 min$29 min$32 min$33 min$35 min$15 min$11 min$13 min$16 min$17 min$22 min$20 min$22 min$1 min$1 min$7 min$10 min$9 min$17 min$17 min$19 min$28 min$ 
52457,KLK SML PASS,$ $0$2 min$1 min$5 min$5 min$6 min$4 min$5 min$7 min$7 min$8 min$8 min$9 min$10 min$12 min$13 min$1 min,$0$1 min$2 min$2 min$5 min$5 min$6 min$4 min$5 min$7 min$7 min$8 min$9 min$9 min$10 min$13 min$13 min$ 
22456,KLK SNSI SF EXP,$ $1 min$0$10 min$17 min$16 min$11 min$0$5 min$19 min$25 min$33 min$46 min$53 min$0,$0$0$1 min$17 min$12 min$16 min$16 min$0$12 min$22 min$30 min$38 min$53 min$54 min$ 
14503,KLK SVDK EXPRESS,$ $2 min$19 min$32 min$35 min$43 min$26 min$18 min$18 min$0,$3 min$11 min$19 min$32 min$41 min$44 min$25 min$15 min$15 min$ 
34056,KLYM BGB LOCAL,$ $1 min$3 min$4 min$5 min$8 min$8 min$8 min$8 min$16 min$9 min$15 min$8 min$9 min$9 min$11 min$12 min$10 min$5 min,$0$2 min$3 min$4 min$5 min$8 min$8 min$8 min$9 min$16 min$9 min$15 min$11 min$9 min$9 min$11 min$12 min$10 min$ 
30128,KLYM NACC LOCAL,$ $0$6 min$6 min$7 min$8 min$12 min$10 min$10 min$10 min$6 min$3 min$7 min$11 min$4 min$0,$0$5 min$6 min$6 min$8 min$8 min$12 min$10 min$10 min$10 min$7 min$3 min$12 min$9 min$1 min$ 
31192,KLYM NH LOCAL,$ $0$0$3 min,$0$0$0$ 
31312,KLYM SDAH LOCAL,$ $1 min$7 min$7 min$8 min$7 min$4 min$7 min$13 min$0,$0$4 min$7 min$7 min$8 min$7 min$4 min$7 min$13 min$ 
31314,KLYM SDAH LOCAL,$ $1 min$1 min$4 min$4 min$3 min$3 min$6 min$4 min$4 min,$0$1 min$1 min$5 min$4 min$3 min$3 min$6 min$4 min$ 
31316,KLYM SDAH LOCAL,$ $1 min$2 min$2 min$1 min$3 min$2 min$2 min$0,$0$1 min$2 min$2 min$1 min$3 min$2 min$2 min$ 
31318,KLYM SDAH LOCAL,$ $1 min$3 min$5 min$5 min$6 min$8 min$8 min$6 min$45 min$7 min$3 min,$0$2 min$3 min$5 min$5 min$6 min$8 min$8 min$6 min$45 min$7 min$ 
31322,KLYM SDAH LOCAL,$ $0$3 min$4 min$4 min$8 min$9 min$10 min$7 min$15 min$0,$0$2 min$3 min$4 min$6 min$10 min$9 min$11 min$7 min$15 min$ 
31324,KLYM SDAH LOCAL,$ $1 min$2 min$6 min$5 min$5 min$5 min$9 min$5 min$10 min$1 min,$0$1 min$2 min$6 min$5 min$6 min$5 min$9 min$5 min$10 min$ 
31326,KLYM SDAH LOCAL,$ $1 min$2 min$5 min$3 min$5 min$15 min$7 min$3 min,$0$4 min$2 min$5 min$4 min$5 min$15 min$7 min$ 
31328,KLYM SDAH LOCAL,$ $1 min$6 min$5 min$9 min$9 min$13 min$5 min$14 min$18 min$10 min,$0$4 min$6 min$5 min$9 min$9 min$13 min$5 min$14 min$18 min$ 
31330,KLYM SDAH LOCAL,$ $0$4 min$6 min$2 min$1:53 hrs$2 min$2 min$4 min$10 min$0,$0$2 min$4 min$6 min$2 min$1 min$2 min$2 min$4 min$10 min$ 
31332,KLYM SDAH LOCAL,$ $1 min$7 min$8 min$7 min$6 min$7 min$14 min$10 min$26 min$8 min,$0$4 min$7 min$8 min$7 min$9 min$7 min$14 min$10 min$26 min$ 
31334,KLYM SDAH LOCAL,$ $1 min$3 min$5 min$2 min$2 min$3 min$5 min$5 min$9 min$11 min,$0$2 min$3 min$5 min$3 min$2 min$3 min$5 min$5 min$9 min$ 
31336,KLYM SDAH LOCAL,$ $1 min$2 min$4 min$6 min$9 min$8 min$9 min$9 min$1 min,$0$1 min$2 min$8 min$7 min$9 min$8 min$9 min$9 min$ 
31320,KLYM SDAH LOCAL,$ $1 min$4 min$7 min$6 min$10 min$10 min$6 min,$0$1 min$4 min$7 min$6 min$10 min$10 min$ 
71102,KMN JM RAIL BUS,,
71108,KMN JM RAIL BUS,,
71112,KMN JM RAIL BUS,,
71116,KMN JM RAIL BUS,,
68074,KNF BJE MEMU,$ $12 min$16 min$15 min$12 min$20 min$22 min$18 min$20 min$0,$13 min$10 min$16 min$16 min$17 min$20 min$23 min$18 min$8 min$ 
31726,KNJ RHA LOCAL,$ $2 min$2 min$3 min$1 min,$0$2 min$2 min$3 min$ 
31722,KNJ RHA LOCAL,$ $4 min$5 min$6 min$1 min,$0$4 min$5 min$6 min$ 
31724,KNJ RHA LOCAL,$ $4 min$4 min$2 min,$0$4 min$4 min$ 
31802,KNJ SDAH LADIES SPL,$ $7 min$7 min$5 min$4 min$8 min$9 min$6 min$9 min$9 min$7 min$8 min$10 min$9 min$9 min$10 min$7 min,$1 min$7 min$7 min$6 min$4 min$8 min$9 min$6 min$9 min$9 min$8 min$8 min$10 min$9 min$9 min$10 min$ 
31838,KNJ SDAH LOCAL,,
31812,KNJ SDAH LOCAL,,
31816,KNJ SDAH LOCAL,$ $4 min$5 min$7 min$2 min$12 min$7 min$7 min$9 min$10 min$6 min$6 min$3 min$5 min$6 min$5 min$1 min,$0$4 min$5 min$6 min$3 min$12 min$7 min$7 min$9 min$10 min$7 min$6 min$3 min$5 min$6 min$5 min$ 
31820,KNJ SDAH LOCAL,$ $5 min$5 min$7 min$6 min$8 min$7 min$11 min$11 min$14 min$12 min$6 min$12 min$15 min$9 min$11 min$0,$0$5 min$5 min$7 min$6 min$9 min$7 min$11 min$11 min$14 min$12 min$6 min$12 min$15 min$9 min$11 min$ 
31822,KNJ SDAH LOCAL,$ $4 min$6 min$6 min$2 min$6 min$7 min$9 min$10 min$11 min$9 min$9 min$11 min$11 min$11 min$5 min,$0$4 min$6 min$6 min$2 min$6 min$7 min$9 min$10 min$11 min$9 min$9 min$11 min$11 min$11 min$ 
31824,KNJ SDAH LOCAL,$ $8 min$9 min$11 min$7 min$11 min$15 min$13 min$16 min$16 min$16 min$21 min$18 min$18 min$30 min$23 min$5 min,$4 min$8 min$9 min$11 min$7 min$11 min$15 min$13 min$16 min$16 min$16 min$21 min$18 min$18 min$30 min$23 min$ 
31828,KNJ SDAH LOCAL,$ $4 min$4 min$3 min$5 min$7 min$5 min$6 min$9 min$6 min,$0$4 min$4 min$4 min$5 min$7 min$5 min$6 min$9 min$ 
31830,KNJ SDAH LOCAL,$ $6 min$7 min$8 min$3 min$8 min$7 min$10 min$10 min$11 min$13 min$13 min$7 min$15 min$10 min$14 min$15 min$4 min,$0$6 min$7 min$8 min$3 min$8 min$7 min$10 min$10 min$11 min$13 min$13 min$7 min$15 min$10 min$14 min$15 min$ 
31832,KNJ SDAH LOCAL,$ $3 min$5 min$6 min$2 min$5 min$8 min$8 min$13 min$12 min$5 min$5 min$7 min$7 min$2 min,$0$3 min$5 min$6 min$2 min$5 min$8 min$8 min$13 min$12 min$5 min$5 min$7 min$7 min$ 
31834,KNJ SDAH LOCAL,,
31836,KNJ SDAH LOCAL,$ $4 min$5 min$7 min$2 min$6 min$8 min$7 min$8 min$8 min$8 min$3 min$6 min$8 min$6 min,$0$4 min$5 min$7 min$2 min$6 min$8 min$7 min$8 min$8 min$8 min$3 min$6 min$8 min$ 
31814,KNJ SDAH LOCAL,$ $4 min$5 min$7 min$3 min$6 min$6 min$9 min$8 min$11 min$11 min$18 min$9 min$11 min$8 min,$0$4 min$5 min$7 min$3 min$6 min$6 min$9 min$8 min$11 min$11 min$18 min$9 min$11 min$ 
31818,KNJ SDAH LOCAL,$ $3 min$6 min$6 min$1 min$6 min$6 min$5 min$7 min$8 min$4 min$9 min$7 min$5 min$4 min$1 min,$0$3 min$6 min$6 min$1 min$6 min$6 min$5 min$7 min$8 min$4 min$9 min$7 min$5 min$4 min$ 
31826,KNJ SDAH LOCAL,,
31584,KNJ STB LOCAL,$ $0,$0$ 
31586,KNJ STB LOCAL,,
59205,KNLS PBR PASS,,
51683,KNW BIR PASS,,
51685,KNW BIR PASS,$ $1:03 hrs$1:07 hrs$1:11 hrs,$1:05 hrs$1:06 hrs$1:10 hrs$ 
51687,KNW BIR PASS,$ $1:37 hrs$1:37 hrs$1:30 hrs,$1:39 hrs$1:38 hrs$1:37 hrs$ 
52964,SWD MHOW PASS M G,,
19414,KOAA ADI EXPRESS,$ $7 min$18 min$21 min$15 min$19 min$22 min$33 min$49 min$42 min$1 hrs$1:20 hrs$1:12 hrs$40 min$50 min$58 min$37 min$0$0$0$7 min$10 min$59 min$0$0$0$7 min$0$40 min$45 min$39 min$0$6 min$11 min$19 min$40 min,$0$8 min$28 min$21 min$15 min$19 min$22 min$42 min$49 min$39 min$1 hrs$1:20 hrs$1:12 hrs$40 min$53 min$58 min$35 min$1 min$0$0$8 min$15 min$1:01 hrs$0$4 min$15 min$7 min$1 min$40 min$45 min$38 min$0$6 min$11 min$19 min$ 
12319,KOAA AGC EXPRESS,,
13167,KOAA AGC EXPRESS,$ $19 min$1 min$0$0$14 min$0$28 min$1:05 hrs$55 min$1:01 hrs$1:26 hrs$2:42 hrs$2:41 hrs$2:48 hrs$3:25 hrs$3:55 hrs$3:43 hrs$4:09 hrs$4:15 hrs$4:03 hrs$4:03 hrs,$0$21 min$0$0$0$14 min$4 min$37 min$1:05 hrs$55 min$1:07 hrs$1:26 hrs$2:48 hrs$2:49 hrs$3:04 hrs$4 hrs$3:57 hrs$3:46 hrs$4:09 hrs$4:13 hrs$4:18 hrs$ 
13137,KOAA AMH EXPRESS,,
13131,KOAA  PNBE  EXP,$ $0$0$1 min$0$5 min$3 min$7 min$4 min$0$3 min$3 min$0$8 min$11 min$13 min$15 min$17 min$3 min$19 min$15 min$24 min$4 min$14 min$17 min$4 min$9 min$10 min$19 min$33 min$26 min$23 min$20 min$23 min$19 min$18 min$21 min$7 min$15 min$1 min,$0$1 min$1 min$2 min$1 min$5 min$5 min$7 min$6 min$1 min$4 min$3 min$3 min$9 min$13 min$13 min$15 min$20 min$11 min$14 min$24 min$25 min$12 min$15 min$16 min$8 min$11 min$15 min$31 min$33 min$28 min$25 min$22 min$25 min$22 min$19 min$21 min$12 min$17 min$ 
13161,TEBHAGA  EXP,,
30612,KOAA BRP LOCAL,,
15233,KOAA DBG EXP,$ $22 min$10 min$0$6 min$0$0$2 min$0,$0$20 min$11 min$2 min$8 min$1 min$1 min$5 min$ 
12525,KOAA DBRG EXP,,
15049,KOAA  GKP  EXP,$ $1 min$1 min$14 min$9 min$15 min$17 min$21 min$26 min$0$11 min$22 min$29 min$26 min$27 min$56 min$1:41 hrs$1:51 hrs$1:55 hrs$2:02 hrs$2:02 hrs$2:01 hrs$2:15 hrs$2:10 hrs$2:03 hrs$1:59 hrs,$0$1 min$4 min$14 min$10 min$16 min$17 min$20 min$27 min$1 min$12 min$22 min$29 min$26 min$27 min$1:04 hrs$1:41 hrs$1:51 hrs$1:55 hrs$2:02 hrs$2:02 hrs$2:01 hrs$2:17 hrs$2:10 hrs$2:03 hrs$ 
15051,KOAA GKP EXP,$ $5 min$2 min$3 min$2 min$4 min$12 min$29 min$0$0$4 min$47 min$1:01 hrs$1:06 hrs$1:17 hrs$1:27 hrs$1:57 hrs$2:15 hrs$1:47 hrs$1:44 hrs,$0$4 min$3 min$4 min$2 min$3 min$14 min$29 min$2 min$1 min$17 min$50 min$1:01 hrs$1:06 hrs$1:17 hrs$1:51 hrs$1:57 hrs$2:15 hrs$1:48 hrs$ 
12363,KOAA HDB SUPF EX,$ $0$12 min$32 min$1:07 hrs$1:14 hrs$5:31 hrs$25 min$3:13 hrs$3:06 hrs$3:05 hrs$2:56 hrs,$1 min$4 min$19 min$35 min$1:08 hrs$2:57 hrs$5:33 hrs$25 min$3:09 hrs$3:08 hrs$3:04 hrs$ 
53139,KOAA JSME PGS,$ $5 min$0$0$0$8 min$10 min$17 min$33 min$34 min$33 min$37 min$46 min$47 min$50 min$43 min$48 min$49 min$33 min,$0$6 min$0$0$5 min$8 min$10 min$27 min$33 min$32 min$33 min$45 min$47 min$48 min$49 min$46 min$48 min$51 min$ 
13135,KOAA JYG EXP,$ $3 min$0$6 min$17 min$11 min$17 min$21 min$18 min$0$20 min$25 min$0$15 min$19 min$27 min$0,$1 min$4 min$1 min$7 min$17 min$10 min$18 min$19 min$17 min$0$20 min$35 min$15 min$15 min$19 min$26 min$ 
13117,KOAA LGL EXPRESS,,
53179,KOAA LGL PASS,,
12325,KOAA NLDM EXP,,
13165,KOAA SMI EXPRESS,$ $5 min$2 min$15 min$17 min$0$0$22 min$2 min$25 min$0$15 min$26 min$42 min$0,$1 min$5 min$1 min$23 min$18 min$19 min$2 min$21 min$10 min$25 min$0$20 min$27 min$1:09 hrs$ 
19262,KOCHUVELI EXP,,
16315,KOCHUVELI EXP,$ $7 min$1 min$0$0$2 min$6 min$10 min$10 min$8 min$0$12 min$14 min$28 min$25 min$0$11 min$22 min$12 min$46 min$42 min$45 min$49 min$45 min$43 min$0,$2 min$7 min$4 min$1 min$2 min$3 min$6 min$11 min$10 min$8 min$1 min$15 min$16 min$28 min$25 min$11 min$12 min$22 min$15 min$46 min$41 min$49 min$50 min$49 min$43 min$ 
12777,KOCHUVELI EXP,$ $20 min$24 min$22 min$37 min$43 min$33 min$30 min$5 min$24 min$0$0$14 min$6 min$0$0$0$2 min$5 min$0$0,$0$25 min$23 min$22 min$38 min$43 min$33 min$33 min$9 min$26 min$1 min$1 min$14 min$8 min$0$0$0$3 min$6 min$2 min$ 
12257,KOCHUVELI GR,$ $16 min$16 min$30 min$30 min$28 min$17 min$12 min$22 min$30 min$24 min$33 min$37 min$44 min$34 min$44 min$42 min$21 min,$1 min$17 min$17 min$29 min$29 min$31 min$18 min$18 min$22 min$31 min$22 min$36 min$37 min$45 min$34 min$44 min$43 min$ 
12360,KOL GARIB RATH,$ $2 min$9 min$43 min$48 min$57 min$1:07 hrs$29 min$53 min$52 min$44 min$1:10 hrs$30 min,$1 min$5 min$11 min$43 min$50 min$1 hrs$1:06 hrs$46 min$53 min$52 min$46 min$48 min$ 
12518,KOL GARIB RATH,$ $0$0$18 min$30 min$29 min$27 min$1:22 hrs$1:27 hrs$1:18 hrs$1:04 hrs,$1 min$1 min$17 min$18 min$33 min$37 min$24 min$1:26 hrs$1:27 hrs$1:18 hrs$ 
76506,KQZ BNC DEMU,$ $5 min$2 min$0$1 min$2 min$4 min$0,$0$0$2 min$0$2 min$2 min$4 min$ 
76502,KQZ BWT DEMU,,
95132,KJT CSTM FAST,$ $0$0$0$1 min$2 min$4 min,$0$0$0$0$1 min$2 min$ 
95134,KJT CSTM FAST,$ $2 min$2 min$3 min$3 min$3 min$6 min,$2 min$2 min$2 min$3 min$3 min$2 min$ 
95136,KJT CSTM FAST,$ $2 min$5 min$1 min$4 min$5 min$9 min,$2 min$2 min$5 min$1 min$4 min$5 min$ 
95138,KJT CSTM FAST,,
95140,KJT CSTM FAST,,
96102,KJT CSTM LOCAL,$ $3 min$3 min$4 min$3 min$2 min$3 min,$2 min$3 min$3 min$4 min$2 min$2 min$ 
96104,KJT CSTM LOCAL,$ $2 min$2 min$3 min$3 min$3 min$2 min,$1 min$2 min$2 min$3 min$3 min$4 min$ 
96106,KJT CSTM LOCAL,$ $2 min$2 min$2 min$2 min$2 min$3 min,$1 min$2 min$2 min$2 min$2 min$2 min$ 
96110,KJT TNA LOCAL,$ $3 min$3 min$3 min$4 min$4 min$10 min,$3 min$4 min$3 min$3 min$4 min$4 min$ 
96001,KJT KHPI LOCAL,$ $4 min,$3 min$ 
96005,KJT KHPI LOCAL,,
96007,KJT KHPI LOCAL,,
96009,KJT KHPI LOCAL,,
96011,KJT KHPI LOCAL,$ $4 min,$2 min$ 
96013,KJT KHPI LOCAL,$ $5 min,$3 min$ 
96015,KJT KHPI LOCAL,$ $8 min,$5 min$ 
51317,KJT PUNE PASS,,
96108,KJT TNA LOCAL,$ $6 min$5 min$5 min$5 min$7 min$13 min,$6 min$6 min$5 min$5 min$5 min$7 min$ 
52955,AE JND PASS M G,$ ,$ 
74014,KKDE DLI DMU,$ $47 min$37 min$35 min$33 min$33 min$34 min$34 min$31 min$13 min$14 min$14 min$19 min$16 min$16 min$16 min$17 min$23 min$22 min$23 min$20 min$21 min$26 min$23 min$36 min$34 min$55 min$1 hrs,$40 min$41 min$38 min$35 min$33 min$33 min$36 min$34 min$11 min$14 min$14 min$14 min$19 min$16 min$19 min$17 min$19 min$24 min$23 min$24 min$21 min$25 min$27 min$27 min$39 min$34 min$1:13 hrs$ 
64452,KKDE DLI MEMU,$ $3 min$3 min$4 min$4 min$8 min$7 min$8 min$9 min$9 min$10 min$13 min$18 min$20 min$23 min$23 min$24 min$23 min$26 min$29 min$35 min$36 min$50 min$32 min,$2 min$3 min$3 min$4 min$5 min$8 min$8 min$8 min$9 min$9 min$10 min$16 min$18 min$22 min$23 min$23 min$23 min$23 min$27 min$36 min$38 min$37 min$51 min$ 
